Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Saya E Khuda E Zuljalal,2016,105,6.9,129,1812,19
Marg,1996,88,5.0,0,8,2
Irada,1971,120,5.0,0,19,5
 Alif Laila,1997,120,5.0,0,210,19
Hind Ki Wali,1978,120,5.0,0,8,5
 Coke Studio,2008,15,5.0,0,14,19
Parichay,1941,141,5.0,0,8,2
Sai V/S I,2017,120,5.0,0,0,5
Teri Yaad,2021,3,5.0,0,2119,19
Ajji,2017,104,6.9,939,8,5
Golmaal,2003,130,7.0,595,5,17
Bangalore Bhootha,1975,120,5.0,0,0,6
Kakasparsh,0,120,5.0,0,8,5
 Mann Mayal,2016,120,8.1,35,819,12
The Sound of One Leg Dancing,2011,30,5.0,0,7218,11
"Right Here, Right Now",2003,28,7.9,209,2158,9
Raja Thandiram,1984,120,7.2,5,0,16
Raaste Kaa Patthar,1972,133,5.7,83,819,5
Diste Tasa Naste,1956,120,5.0,0,0,10
Pyaar Hi Pyaar Mein,2003,120,7.2,10,819,19
Awaragardi,1990,120,5.4,8,1,5
Ammaleni Puttinellu,1996,120,5.0,0,9,17
Bharat Ke Shaheed,1972,120,5.0,0,812,5
Lucky: No Time for Love,2005,180,4.7,3276,15819,5
Kalyug,1981,152,7.8,493,8,5
Jadui Ratan,1947,120,5.0,0,110,5
Theeviram,2020,108,5.5,22,824,16
Kalu,1987,120,5.0,0,0,13
Bhoomiyile Malakha,1965,120,5.0,0,0,9
Nedumi,2021,115,5.0,0,18,16
Kavi,1949,151,7.5,10,8,2
Poovarasan,1996,136,4.9,29,0,16
Thacholy Thankappan,1984,120,5.0,0,0,9
Phir Aayee Barsat,1985,120,7.8,6,19,5
Loh Purush,1999,120,5.3,15,1,5
Jollad,1998,120,5.0,0,1,2
Idhem Pellaam Baaboy,1990,136,5.0,0,0,17
Neerum Neruppum,1971,120,6.6,25,0,16
Police Custody,1995,120,5.0,0,1,5
Durga Aali Ghara,1996,120,5.0,0,8,10
Chirodini Tumi Je Amar,2008,180,6.7,367,19,2
Talismi Jazeera,1992,120,5.3,6,0,19
Asees,2018,127,7.5,191,8,13
Superstar Kidnap,2015,120,6.6,631,24,17
Kutty Srank: The Sailor of Hearts,2009,127,7.0,494,8,9
Gandu Endare Gandu,0,122,5.0,0,8,6
Thiranthidu Seese,2015,123,6.5,26,824,16
Plaza Miranda,1971,120,5.0,0,0,17
Before You Go-Love,2020,52,5.0,0,819,5
Yalgaar,1992,192,5.4,413,1824,5
Naani,2004,155,5.3,1150,19,17
Nausherwan-E-Adil,1957,137,6.4,17,128,12
Lovers,1983,120,4.7,27,5819,5
Pagliyera Pokhiyun Jhain,2015,120,5.0,0,321,11
The Porter,1999,120,5.0,0,0,9
Sringara Velan,2013,170,3.2,217,5,16
Unmaye Un Vilai Enna,1976,120,5.0,0,0,16
Dar Si Jaati Hai Sila,2017,120,8.6,60,8,12
Panakkara Penn,1976,120,5.0,0,8,16
Nafrat,1987,120,5.0,0,1,5
Amar Jonmobhumi,1973,120,5.0,0,25,2
Chand Sa Roshan Chehra,2005,120,4.8,52,19,5
Wedding Night Strories,2020,120,5.0,0,8,19
Seasons Greeting,2019,47,5.4,24,8,5
Raja Veetu Kannukutti,1984,127,5.0,0,0,16
Premleela,2019,120,5.0,0,19,11
Jarasandha,1938,120,5.0,0,158,17
Raman Abdullah,1997,120,5.3,15,0,16
Haveli Ka Hungaama,0,120,5.0,0,5,5
Maruthanattu Ilavrasi,1950,120,7.4,5,0,16
Jalpari: The Desert Mermaid,2012,94,7.1,371,8916,5
Sandhya,1969,120,5.0,0,0,9
Prem Rahasya,1981,120,5.0,0,19,5
Dandam,2019,150,8.1,15,1,10
Meenathil Thalikettu,1998,120,6.6,237,589,9
Oru Naal Iravil,2015,134,6.8,143,824,16
Phata Poster Nikhla Hero,2013,146,4.8,4423,15,5
Chintamani,1956,158,5.0,0,8,17
Billoo Baadshah,1989,148,4.6,39,168,5
Prem Geet 2,2017,138,7.4,113,819,11
Asthikkoru Aanum Asaikku Oru Ponnum,1962,120,5.0,0,19,16
Istam,2001,150,5.8,37,19,17
Nattukoru Nallavan,1959,120,5.0,0,0,16
Khawaja Ki Diwani,1981,133,5.0,0,0,5
Kathayariyathe,1981,122,5.0,0,8,9
Tomake Chai,2017,121,5.3,91,19,2
Fariyaad,1942,120,5.0,0,0,5
Shoonya,2020,120,5.0,0,8,5
Singara Chennai,2004,109,5.0,0,8,16
Baji,1963,125,7.5,10,0,12
8MM Bullet,2018,146,7.0,64,6,6
Sesham Kazhchayil,1983,120,6.3,20,8,9
Sher-e-Azam,2002,120,5.0,0,0,13
Suppryaputhran,1998,120,5.9,9,0,9
Nam Naadu,2007,160,4.0,18,168,16
Drishyam,2013,160,8.3,34691,6824,9
Hum Tumhe Yaad Aayenge,2000,120,5.0,0,19,5
 Dirilis: Ertugrul,2014,120,9.2,191,128,19
Kaalai,2008,128,3.3,113,1,16
My School,2018,120,5.0,0,0,9
Kirayadar,1986,146,6.3,75,58,5
Aliya Basu Gayab Hai,2020,120,5.0,0,8,5
Vazhi Piranthadu,1964,120,5.0,0,0,16
Yaar Yaaro Ghorimele,2018,128,5.0,0,8,6
Dost Asava Tar Asa,1978,120,8.2,9,0,10
Bhagyawan,1953,120,5.0,0,89,5
Ae phansaa,2008,120,5.0,0,5,5
Bhalai,1943,120,5.0,0,0,5
Jhalli,1973,120,5.0,0,0,13
Post Master,1955,120,5.0,0,0,5
Jadui Putli,1946,120,5.0,0,0,5
Ladtar,2021,120,5.0,0,8,10
Ali the Blind Boxer,2019,120,5.0,0,8,5
Panaah,2015,15,7.6,11,2168,19
Sonali Cable,2014,127,5.4,970,58,5
Chitradurgada Onake Obavva,2019,120,5.0,0,12,6
Bombay to Bangkok,2008,120,4.6,415,5619,5
Sandya My Love,2001,120,5.0,0,0,9
Nandakumar,1938,156,5.0,0,0,16
Nandini Oppol,1994,125,5.2,11,0,9
Balanagamma,1981,120,4.8,11,0,17
Aaghaat,2010,130,8.0,39,8,10
Acharam Ammini Osaram Omana,1977,120,5.1,9,58,9
Durga Pooja,1962,120,5.0,0,8,5
Endharoo Mahanubhavulu,2018,120,5.0,0,0,17
Nirahua Rickshawwala,2010,165,5.0,0,8,3
Prakasan,2017,84,5.0,0,8,9
Kumkuma Thanda Saubhagya,1985,120,5.0,0,0,6
Aiven Raula Pai Gaya,2012,153,5.4,102,5815,13
Naariya Seere Kadda,2010,136,5.0,0,8,16
O' Faby,1993,120,7.2,59,389,9
Mysore Mallige,1991,120,7.8,62,8,6
Vaare Vah,2010,133,5.0,0,8,6
Son Of Manjeet Singh,2018,139,7.8,255,5822,13
Night in London,1967,120,6.6,37,1824,5
M.L.A.,1957,120,5.0,0,0,17
Poothumbium Poovalanmarum,1997,120,3.6,5,0,9
Ek Hoti Rani,2016,137,5.0,0,19,10
Dahleez,1986,161,5.3,50,18,5
Mujrim,1944,120,5.0,0,0,5
Rowdy Cheetah,2001,120,7.3,16,1,5
Air Mail,1960,120,5.0,0,8,5
Nuvve Naa Bangaram,2014,120,5.0,0,8,17
Heropanti 2,2021,120,5.0,0,1,5
Meera Shyam,1976,120,5.0,0,810,5
Chhota Bheem in the Incan Adventure,2013,65,6.5,22,3210,17
Thirbokigalu,2018,120,5.0,0,19,6
The Life Zindagi,2011,120,5.0,0,819,5
Munna,2007,167,5.6,863,1,17
Sanchu,2008,120,5.0,0,8,6
Ladki Badnaam Si,1991,120,5.0,0,24,5
Melnattu Marumagal,1975,120,5.6,22,819,16
Ek Kulti Ek,2013,120,4.6,22,9,10
Shaadi Se Pehle Aur Shaadi Ke Baad,1989,87,5.0,0,8,5
Bhanta,2008,154,7.1,8,8,6
The Motorcycle Man,2020,100,5.0,0,16,5
Thayi Thangai Pasam,1995,120,4.9,8,0,16
Daal Me Kala,1964,128,6.0,21,58,5
Khatarnaak,1990,223,5.3,80,168,5
My Brother My Enemy,2005,43,5.0,0,721,19
Gaban,1966,169,6.9,39,6819,3
Zara Ka Nazariya,2018,120,5.0,0,21,19
Ilzam,1970,133,5.0,0,168,5
A Gift of Love: Sifar,2019,95,8.0,29,819,5
The Survivor,2016,27,9.9,7,21,12
Adivaram,1997,120,5.0,0,0,9
Dhaka 86,1988,120,8.1,23,8,2
Lubna,1982,120,5.0,0,8919,5
Yeh Friendship,2014,98,5.0,0,1,19
Paapi - Ek Satya Katha,2013,115,3.8,27,6,2
Oor Mariyathai,1992,148,5.0,0,8,16
Prem Ki Ganga,1971,120,5.0,0,19,5
Tu Mari Ass Pas Che,0,120,5.0,0,18,4
Khatta Meetha,2010,157,5.7,9698,568,5
Karimpin Poovinakkare,1985,127,7.1,68,168,9
Saradha Bullodu,1996,120,4.8,32,58,17
Kasaba,2016,137,4.7,1149,1624,17
Gubbi Mele Bramhastra,2019,143,5.0,119,5,6
Pathmatheertham,1978,120,5.0,0,0,9
Paakanum Pola Irukku,2017,120,5.0,0,819,16
Private Practice,2011,146,5.0,0,8,2
Je Nodi Morupothay,1961,120,5.0,0,8,2
My Friend's Dulhania,2017,87,6.4,26,19,5
Sajan Ka Dard,1995,120,5.0,0,19,5
Karunamoyee,1978,120,5.0,0,8,5
Riyasat Aka Kingdom of Hearts,2005,1040,6.2,10,8,19
Wafa Aka Loyalty,1999,40,5.0,0,8,19
Bajrangachi Kamaal,1994,120,7.1,17,0,10
Uzhavan Magan,1987,120,8.4,8,0,16
Tejimola,1967,120,5.0,0,0,1
Bhoyanok Songghorso,2002,120,7.0,6,1,2
Aalkoottathil Oruvan,2020,110,5.0,0,1824,9
Butterfly (colors of love),2018,120,5.0,0,24,11
Inspector Balram,1991,143,6.9,335,1824,9
#Yaaram,2019,110,4.4,34,519,5
Ponmaalai Pozhudhu,2013,135,4.9,26,19,16
Kabuliwala,1993,120,6.9,228,5819,9
Khan,2017,120,5.0,0,8,19
Gaaju Bommalu,1983,131,5.0,0,8,17
The Jinx,2017,118,6.0,12,24,5
Shuruaat,1993,135,5.0,0,819,5
Rab Ton Sohna Ishq,2013,140,5.0,0,1,13
Josettante Hero,2012,129,3.6,21,8,9
Neel Kamal,1947,116,7.7,75,81519,5
Mujhe Insaaf Chahiye,1983,133,6.5,45,819,5
Mirza Juuliet,2017,130,4.1,100,8,5
Swarnakamalam,1988,143,7.9,448,81519,17
Chan Badshah (Chan gujjar),2007,120,5.0,0,0,13
Badi Didi,1939,128,5.0,0,0,5
Jawab,1995,120,4.2,43,1819,5
Ichchhaye Hazar,2000,120,5.0,0,24,5
City Life,2015,120,5.0,0,5,17
Deadly Affair,2020,97,4.2,6,16,6
Raghuveera,2018,163,5.0,0,8,6
Yaariyan,2008,164,6.2,68,5815,13
Mangal Dada,1986,120,5.0,0,18,5
A Yellow Bird,2016,112,5.5,190,8,16
Ameer,0,120,5.0,0,168,9
Madhura Naranga,2015,155,6.1,301,8919,9
Panchavadi Palam,1984,140,7.9,327,5,9
Kalua Bhail Sayan,2012,120,5.0,0,8,3
Tobou Bhalobashi,2013,120,3.6,12,1,2
Agun Niye Khela,1967,120,5.0,0,8,2
Nippu,2012,159,3.9,327,158,17
Pune Via Bihar,2014,128,4.6,15,19,10
Bijli,1986,120,5.0,0,168,10
Seenu,1999,120,5.6,174,19,17
Mundri,1949,120,5.0,0,0,13
Zikr Hai Kai Saal Ka,1995,120,8.5,16,8,12
Bulandi,2000,175,5.4,624,18,5
Khilona,1970,160,7.2,324,81519,5
Mayakkazhcha,2008,136,5.0,0,816,9
Rektha Sakshikal Zindabad,1998,145,5.8,138,18,9
Panihari,1946,120,5.0,0,0,5
Sharafat Gayi Tel Lene,2015,108,4.9,272,5816,5
Bedhadak,2018,126,4.8,5,1822,10
Pralobhan,2015,7,8.1,9,218,11
Bommalattam,1968,165,6.6,18,0,16
Arab Ka Saudagar,1956,120,5.0,0,8,5
Daku Aur Police,1992,120,5.0,0,0,5
Pocket Lover,0,120,5.0,0,5,9
Abhinoy,1938,120,5.0,0,8,2
Subbu,2001,120,4.4,309,8,17
Honey the Young Girl,2018,120,5.0,0,219,9
Mamta,1977,120,5.0,0,8,5
Karunthel Kannayiram,1972,120,5.0,0,0,16
Ksheera Sagara,1992,132,5.0,0,0,6
Arohi,1965,124,7.2,12,8,2
Justice Rudramadevi,1990,126,5.0,0,8,17
Meerabai,1940,120,5.0,0,0,17
Popcity,0,120,5.0,0,6810,5
Professor Janaki,1983,120,5.0,0,0,9
Tu Hi Kaali Tu Hi Durga,1976,120,5.0,0,8,5
Badla,2004,120,5.0,0,18,5
Soorakathu,2017,120,5.0,0,0,16
Harud,2010,96,6.4,218,8,12
Agni Pareeksha,1970,120,2.7,10,0,17
Khoonkar Darinde,2000,120,5.0,0,13,5
Maa intiki Randi,1983,125,5.0,0,8,17
Shoot on Sight,2007,110,6.1,1614,6824,19
Pattampoochi,1975,148,5.0,0,819,16
Kurmaiyan,2018,132,5.6,33,589,13
Thanga Kalasam,1988,116,5.0,0,0,16
Victim,2020,120,5.0,0,624,17
Nivuru,2018,132,5.0,0,8,17
Chhakka Panja 3,2018,145,4.9,180,5,11
Unmanned: America's Drone Wars,2013,63,7.5,82,725,19
Aatagara,2015,129,8.0,458,161924,6
Kil Kil Mera Naa,1976,120,5.0,0,0,13
Rasaleela,2012,120,5.0,0,19,9
Dal: The Gang,2001,120,5.5,6,1,5
U kathe hero,2018,118,6.8,41,124,17
Vijaypath,2015,135,5.0,0,8,3
Amudha,1975,120,5.0,0,8,16
Shree Swosthani,1994,120,5.0,0,8,11
Aangan,1959,120,6.6,31,1419,5
Pothwari Seviyan,2008,120,5.0,0,58,19
Veer Babruwahan,1950,120,5.0,0,0,5
Heropanti,2014,146,5.3,8222,119,5
Bhim Garjana,1989,120,5.0,0,8,5
Friends,2002,179,5.0,0,5,6
Ko Afno Redux,2021,140,5.0,0,8,11
Mee Intikosthe Emistaaru Maa Intikoste Emi Testaaru,2004,150,5.0,0,8,17
Satyameva Jayate 2,2021,122,5.0,0,168,5
Preethse,2000,155,7.7,26,24,6
Pitribhumi,2007,120,7.0,43,8,2
Barah Aana,2009,97,6.8,1145,568,5
Chhakke Panje,1987,120,6.5,13,5,10
Aamne Samne,1982,143,6.4,53,168,5
Nirupedalu,1954,163,5.0,0,0,17
Dheepan,2015,115,7.2,14676,68,16
Stage,1951,120,5.0,0,0,5
Sharmeelee,1971,164,7.0,151,161519,5
Sinhal Dweep Ki Sundari,1960,120,5.0,0,10,5
Indrajith,1990,130,6.7,16,1,17
Rukuni Koina,2018,120,5.0,0,8,1
Leela,2019,120,5.0,0,8,2
Control 'C',2016,120,5.0,0,13,17
 Pokhara.com,2003,120,5.0,0,15,11
Football Champion,1973,120,6.8,6,0,9
Lucky,2012,148,6.2,200,519,6
Gajendra,2013,120,5.0,0,1,6
Kathai Kathayam Karnamam,1987,135,5.0,0,8,16
Desh Re Joya Dada Pardesh Joya,1998,167,7.4,21,8,4
Ahista Ahista,2006,122,7.0,1474,819,5
Puratchi Thalaivi,2021,120,5.0,0,4,16
Keemti Aansoo,1935,154,5.0,0,0,5
Lipstick Under My Burkha,2016,117,6.8,6288,58,5
Hridayi Vasant Phultana,0,120,5.0,0,8,10
Teefa In Trouble,2018,155,7.2,3307,156,19
Bhulokamlo Yamalokam,1966,143,5.0,0,10,17
Aagamanam,1980,120,5.0,0,0,9
Not Only Mrs. Raut,2003,120,7.9,53,0,10
Nasoor,1985,120,6.2,11,8,5
Kodalu Pilla,1972,144,5.0,0,15,17
Sarapanjaram,1979,120,6.7,23,1824,9
Manzoor,1949,120,5.0,0,819,5
Idam,2019,83,5.0,0,8,9
Irattaival Kuruvi,1987,120,7.0,76,0,16
Mundadugu,1983,151,5.8,20,18,17
Charuseela,2016,120,5.7,19,24,17
Preet Ka Daman,2021,120,5.0,0,9,3
 Burka Avenger,2013,120,5.0,0,312,19
Duniyadari,2013,142,7.4,1551,8,10
Navelru... Half Boiled,2019,118,7.6,36,8,6
Mohana,2018,104,5.0,0,5,16
Sasinas,1995,103,5.0,0,0,9
Man Samman,1993,152,5.0,0,8,2
Baysabro,2015,6,5.0,0,212,19
Daava,1997,145,4.5,562,1819,5
Kharidaar,1978,120,5.0,0,8,5
Aalippazham,2002,120,5.0,0,0,9
Sabar,1996,120,5.0,0,8,5
Saavi,1985,125,4.9,7,24,16
Aap Mujhe Achche Lagne Lage,2002,180,3.1,2330,1819,5
Izzat Aabroo,2005,120,5.0,0,24,5
Vrindavanam,1974,120,5.0,0,0,9
Mafia,1996,128,5.0,59,1,5
Bandhur Path,1949,120,5.0,0,0,2
Kamsin,1992,120,5.0,0,19,5
Mulaqat,2020,120,5.0,0,2115,19
Arjun V/S Destiny,2009,46,5.0,0,16,5
Radha Enna Pennkutti,1979,120,5.0,0,0,9
Hate Story 3,2015,126,4.5,2996,824,5
Pingami,1994,138,7.4,484,158,9
Santushti,2015,120,5.0,0,14,11
Shehjar,2019,120,5.0,0,2816,5
Itihaas,2002,155,7.1,58,168,2
Aankhon Aankhon Mein,1978,120,5.0,0,8,19
Majanu,2001,149,5.0,0,8,6
Mol,2015,120,7.4,9,8,12
Mangalyam,0,120,5.0,0,0,9
Arjun Dada,1993,120,5.0,0,1,5
Mere Meharban,1992,120,5.0,0,19,5
Thendral Varum Theru,1994,138,5.0,0,0,16
Kamaladalam,1992,154,7.9,475,815,9
Nodijon,2015,127,8.1,12,8,2
Pachtawa,1996,120,5.0,0,1,13
Muqabla,1941,120,5.0,0,8,5
Rann,2010,137,6.9,2449,81624,5
Maan Gaye Ustaad,1981,120,6.0,16,8,5
Katha,1983,141,7.8,1088,58,5
Ek Je Chhilo Bagh,1973,120,5.0,0,8,2
Dui Nari,1963,86,5.0,0,8,2
Modalatedi,1955,165,5.0,0,0,6
Eri Naam Dosti,2001,156,6.1,9,1819,2
Bhukler Sheshey,1952,120,5.0,0,0,2
Login,2012,125,6.1,99,824,5
Ishq Ho Gaya Mamu,2008,100,5.0,0,5,5
Task,0,120,5.0,0,524,5
Balika Badhu,1976,111,7.0,221,5819,5
Dheuer Pare Dheu,1962,100,5.0,0,8,2
Stand By,2011,120,6.3,25,82224,4
Twinkle Twinkle Little Star,2005,120,5.1,7,10,9
'D',2005,107,6.8,1181,6824,5
Filhaal...,2002,151,5.5,241,819,5
Hum Panchi Ek Daal Ke,2003,120,5.1,14,210,5
Shaheed,1962,125,5.0,0,0,19
Saajan Chale Sasural 2,2016,122,5.0,0,8,3
Bhuvana Sundari Katha,1967,155,5.5,8,128,17
Siyaah..,2013,115,5.6,122,1324,19
Raksha Bandhan,2021,120,5.0,0,89,5
Hee Porgi Kunachi,2006,130,5.9,16,58,10
 Alif Laila,1997,120,5.0,0,210,19
Nila,1994,120,5.0,0,8,16
"Ami, Yasin Ar Amar Madhubala",2007,115,6.3,55,8,2
VEERAPPATHAKKAM,1994,150,5.0,0,8,5
Jenma Natchathiram,1991,117,6.2,5,8,16
Sangham,1988,129,6.7,148,58,9
Jayjaykar,2014,120,8.3,10,8,10
Sun Sajna,1982,138,6.3,21,8919,5
Pak Daman,1940,120,5.0,0,0,5
Meenamasathile Sooryan,1985,117,6.0,6,8,9
Uyirmel Aasai,1967,120,5.0,0,0,16
Paisa Yaar N Panga,2014,120,5.9,18,5,13
The Life Kung-Fu,2012,120,5.0,0,1,5
Achal Rahe Suhaag,2012,221,5.0,0,24,3
Being with You: Nee Ennarike,2007,120,5.0,0,2119,9
Haami,2018,133,8.0,1045,8,2
Chanda Aur Bijli,1969,137,4.8,16,8,5
Pralhad,1952,65,5.0,0,8,2
Shakti Leelai,1972,163,5.0,0,10,16
@Andheri,2014,116,4.0,10,1624,9
Sacha Jhoota,1974,120,5.0,0,0,19
Sudhu Tomaree Pratiksha,2018,106,5.0,0,8,2
Rani Kuthir Baki Itihash,2006,96,6.5,46,16,2
Rachna No Dabbo,2017,138,6.9,9,19,4
Khaidi Kalidasu,1977,141,8.3,29,18,17
Sannaham,1985,120,5.0,0,0,9
Kokila,1937,120,5.0,0,0,5
Cheekh,2019,120,8.4,175,8,19
Seedlings,2013,93,7.1,160,8,19
Duniya,1968,120,7.1,60,68,5
Ishq Rog,1988,120,5.0,0,0,13
KTM,2021,120,5.0,0,8,6
Muktha-Thaju,2021,120,5.0,0,19,9
360 Degree,2014,120,5.0,0,21,9
Sohag,1940,120,5.0,0,0,5
Hum Tumhare Hain Sanam,2002,174,5.4,6508,819,5
Kalagi Tura,1955,120,5.0,0,15,10
Kattu Kuthira,1990,120,7.7,39,8,9
Jalsa Rayudu,2020,120,5.0,0,1,17
Mohabbat Ki Kasam,1986,120,5.8,12,18,5
Mundu,1983,120,5.0,0,8,5
Jau Tithe Khau,2007,125,7.0,41,5,10
Pasam,1962,120,7.5,10,0,16
Jionde Aan,2018,120,5.0,0,24,13
My Birthday Song,2018,95,5.5,254,24,5
Happy New Year,2017,120,7.7,7,19,11
Samsara,2019,120,6.5,8,24,2
Tatamma Kala,1974,158,8.2,52,8,17
The Power of Woman: Tezaab,2004,120,5.0,0,1,5
Dharti Mata,1938,165,5.0,0,8,5
Kakababur Protyaborton,2021,120,5.0,0,126,2
Best Friends Forever,2016,120,5.0,0,8,11
Dream Girl,2017,141,5.0,0,8,6
Chath: A Roof Without Walls,2007,93,5.0,0,824,5
Saalai,2017,94,5.0,0,21016,16
Lacchimdeviki O Lekkundi,2016,107,5.1,42,524,17
Rani Chandravati,1968,120,5.0,0,8,5
Kirti,1942,120,5.0,0,0,5
Naag Laxmi: The Protector,2001,120,5.0,0,10,5
Case No 130/2016,2018,102,5.0,0,8,6
David and Goliath,2013,120,4.3,68,8,9
Housefull,2010,144,5.4,12948,5,4
Saaya,2003,135,5.8,899,81016,5
Fishy,2019,120,5.0,0,2024,2
Bansaria,1949,120,5.0,0,0,5
Naan Sirithaal,2020,139,5.3,521,58,16
Shubhamkaroti,1993,120,5.0,0,0,10
Shehnai,1968,120,5.0,0,0,19
Maalik,2016,155,8.3,3687,168,12
Parbat Ke Us Paar,1988,120,4.6,5,819,5
Baghdad,1952,120,6.5,11,210,5
Donga Kollu,1988,98,6.5,25,58,17
Oru Thundu Padam,2013,18,7.0,22,215,9
Chhadmabeshi,1971,122,8.1,212,5,2
Nippulanti manishi,1986,128,5.0,0,1,17
Nana Vagar No Nathiyo,1984,120,5.0,0,19,4
Neethipathi,1955,120,5.0,0,0,16
Adimai Penn,1969,180,7.2,76,8,16
Dhanya Wagh,2016,141,5.0,0,0,10
Abel's Weekend,2020,10,5.0,0,2119,9
Ranasthalam,2019,125,5.0,0,8,17
Rosa I Love You,1990,120,5.0,0,0,9
Taqdeer Ka Sikander,2002,120,5.8,6,1,5
Immini Nalloraal,2005,120,2.4,116,519,9
Bhagwat Mahima,1955,120,5.0,0,10,5
Unnaipol Oruvan,2009,106,8.0,5306,168,16
My Brother's Wife,2005,89,6.1,3153,8,13
Adavi Kaachina Vennela,2014,129,5.8,17,0,17
Kabaddi Kabaddi Kabaddi,2019,115,8.3,92,5819,11
21st Love,2018,360,5.0,0,8,11
Jadni Bansari,1948,120,5.0,0,0,5
Neeyum Naanum,2018,136,7.3,25,19,16
Mafroor the Fugitive,0,110,5.0,0,124,19
Damad Chahiye,1985,120,5.0,0,5,5
Nehla Dehla,1994,120,5.0,0,0,13
Sakkhee an Eye Witness,2020,120,5.0,0,9,2
Hochheta Ki?,2008,145,6.3,15,5,2
Asala Sandadi,1998,120,5.0,0,8,17
My Dear Nancy,2000,120,5.0,0,24,5
Binsati Janani,1964,120,5.0,0,8,2
Maanagara Kaaval,1991,150,5.9,17,18,16
Kasthuriman,2003,141,6.7,296,819,9
Bahniman,2016,140,7.9,16,18,1
Nuvvila,2011,139,6.8,119,5819,17
Kanmadam,1998,162,7.2,376,8,9
Love Kaa Taddka,2009,120,4.7,28,58,4
Dhara 302,2016,148,4.4,16,8,5
Nakshatra Poratam,1993,143,5.0,0,1,17
Ye Mantram Vesave,2018,123,3.9,209,8,17
Dui Thopa Aansu,1993,120,8.5,10,8,11
Vijay IPS,2006,120,6.3,6,18,17
Gautam Govinda,1979,131,6.1,57,168,5
Thoda Pyaar Thoda Magic,2008,145,4.9,2355,589,5
Aakhri Mohabbat,1994,120,5.0,0,19,5
 Alif Laila,1997,120,5.0,0,210,19
Ninnila Ninnila,2021,118,7.5,731,519,17
Soundarya Pooja,1973,120,5.0,0,0,9
 Burka Avenger,2013,120,5.0,0,312,19
Daiva Kuzhandigal,1973,120,5.0,0,0,16
Idharkuthane Aasaipattai Balakumara,2013,136,7.1,1624,5,16
Mohabbat Aur Jung,1967,120,5.0,0,119,5
Arundhati,2014,134,4.9,154,8,2
Raktha Tilakam,1988,120,6.7,15,0,17
Kaum De Heere2,2014,120,5.0,0,0,13
Bhedi Bungla,1949,120,5.0,0,513,5
Brahma Ratham,1949,120,5.0,0,0,17
Boro Eka Lage,0,140,5.0,0,19,2
Meenava Nanban,1977,120,5.9,18,0,16
Austad,2019,92,5.0,0,8,2
Bhoga Bhagyalu,1981,120,4.9,8,0,17
Bharatha Simham,1995,131,5.0,0,8,17
Lakshmi Putrudu,2008,120,5.0,0,8,17
Hanuman Chalisa,1969,120,5.0,0,8,5
Padmavyooham,2012,120,5.0,0,24,9
Taabeer,0,93,5.0,0,1824,5
Asli Naqli,1986,128,4.3,38,8,5
Hostel,2013,135,6.0,39,8,11
Chhanda Patan,1974,120,5.0,0,8,2
Touhean,1989,135,7.8,5,89,5
Dakbaksho,2015,112,6.4,19,81619,2
Priyamvadakkoru Pranayageethom,1986,120,5.0,0,0,9
A Separate Sky,2021,120,5.0,0,8,5
Manwah,2018,120,5.0,0,2114,9
Antardhwani,0,105,5.0,0,16,5
Ezhupunna Tharakan,1999,134,4.5,110,18,9
Meri Shadi Karwao,2012,120,5.0,0,0,13
Muthu,1995,132,7.6,2674,158,16
Geethanjali,2013,150,3.8,428,24,9
The Palmist,2014,89,5.0,0,81619,11
Gustakh,2020,120,5.0,0,8,19
Paachuvum Albhuthavilakkum,2021,120,5.0,0,5,9
Priyatama,2014,120,7.7,21,19,10
Dulaara,1994,120,4.7,255,568,5
Sadda Adda,2012,130,7.1,1332,5819,5
Agni Jwala,2001,120,5.0,0,1,16
 Teetoo and Tania,2017,120,5.0,0,324,19
Hukum ka ekka,1964,120,5.0,0,24,5
The Love Style,2021,120,5.0,0,19,5
Nazrana,1987,120,6.2,86,19,5
Mathai Kuzhappakkaranalla,2014,110,4.1,58,58,9
Lappan Chappan 2,0,120,5.0,0,1,11
Bandhana,1984,139,7.5,111,81519,6
Devudu Chesina Manushulu,2012,124,3.6,554,1510,17
Roshni - Tamaasha,2019,5,5.0,0,2114,19
Khamosh Raho,2011,120,7.0,24,0,19
Thangaikkaga,1971,120,5.0,0,0,16
Dubhang,2011,120,5.0,0,1,10
Chekuthante Kotta,1967,120,5.0,0,0,9
Dhusar Godhuli,1994,143,6.7,10,8,2
Saheli,1978,120,5.0,0,0,19
Dulhan Chahi Pakistan Se,2016,159,5.8,16,189,3
Soothrakkaran,2019,147,4.4,69,924,9
Sur sur batthi,2018,120,5.0,0,5,6
Gantumoote,2019,115,8.1,640,8,6
Pachai Nirame,2008,145,5.0,0,8,16
Malli,2014,120,5.0,0,8,6
1921,2018,144,4.4,1047,131619,19
Balanagamma,1981,120,4.8,11,0,16
Bhootwali Love Story,2018,109,5.0,0,5,5
Sridevi,1970,120,5.0,0,8,17
Pasand Apni Apni,1983,120,6.9,81,5,5
The Power,2021,153,5.3,1361,124,16
Oorum Uravum,1982,120,5.0,0,0,16
Aulad,2014,120,5.0,0,8,14
Faasle,2020,145,5.0,0,8,5
Kavitha,1962,120,5.0,0,0,16
Asmaan Se Ooncha,1989,120,5.0,53,189,5
Baba Jani,2018,120,8.4,42,8919,12
